acceleration_mean,acceleration_stdev,pitch1,pitch2,pitch3,roll1,roll2,roll3,sitting,sittingdown,standing,standingup,walking,total_accel_sensor_1,total_accel_sensor_2,total_accel_sensor_4
30,24,33,36,15,52,35,15,1,0,0,0,51,34,21,0
35,40,40,61,14,45,36,48,1,0,0,0,32,62,32,0
38,40,43,52,50,58,41,43,1,0,0,0,11,56,20,0
22,14,53,61,47,34,19,45,1,0,0,0,23,18,32,0
33,29,37,27,31,18,5,33,1,0,0,0,12,42,37,0
14,11,19,15,1,7,7,11,1,0,0,0,11,16,14,0
48,35,51,48,15,45,43,66,1,0,0,0,31,50,30,0
18,18,32,33,32,18,32,27,1,0,0,0,10,25,19,0
51,52,30,13,79,30,38,85,1,0,0,0,27,28,78,0
31,18,51,33,40,38,21,80,1,0,0,0,25,25,41,0
38,27,33,8,36,21,48,15,1,0,0,0,18,46,34,0
16,26,58,16,12,8,28,18,1,0,0,0,26,13,40,0
25,21,54,46,13,51,52,23,1,0,0,0,17,36,18,0
28,23,31,13,53,22,18,15,1,0,0,0,32,33,32,0
22,20,7,17,12,12,20,63,1,0,0,0,19,32,30,0
33,56,21,31,46,16,23,30,1,0,0,0,9,26,63,0
58,61,34,43,85,32,38,9,1,0,0,0,49,35,27,0
65,33,60,42,22,74,73,13,1,0,0,0,61,55,34,0
39,36,23,25,58,34,18,48,1,0,0,0,27,14,38,0
31,44,44,33,43,41,20,47,1,0,0,0,25,13,60,0
56,59,38,9,67,42,47,85,1,0,0,0,11,39,79,0
31,34,10,26,31,17,29,31,1,0,0,0,11,18,37,0
43,26,50,14,46,51,61,31,1,0,0,0,36,56,30,0
48,48,50,49,19,56,47,49,1,0,0,0,45,61,11,0
31,33,16,25,36,36,18,34,1,0,0,0,17,18,26,0
20,11,36,23,14,44,84,15,1,0,0,0,27,13,28,0
33,38,21,12,31,62,55,41,1,0,0,0,27,43,42,0
34,25,27,22,64,27,17,16,1,0,0,0,41,31,18,0
28,37,78,14,52,11,20,33,1,0,0,0,55,22,13,0
37,29,29,15,45,30,30,43,1,0,0,0,26,21,28,0
67,67,30,44,87,43,20,14,1,0,0,0,35,68,28,0
39,52,25,22,73,24,20,73,1,0,0,0,12,12,61,0
83,66,89,54,91,70,50,91,1,0,0,0,29,58,77,0
26,22,43,43,48,32,53,56,1,0,0,0,34,12,34,0
61,61,71,55,63,22,91,27,1,0,0,0,22,74,20,0
3,25,27,24,47,33,31,9,1,0,0,0,0,25,14,0
45,65,60,26,14,38,69,39,1,0,0,0,23,77,18,0
18,22,12,23,8,28,61,13,1,0,0,0,10,31,31,0
33,45,25,0,46,13,57,60,1,0,0,0,25,0,40,0
12,15,24,21,45,14,25,32,1,0,0,0,20,15,8,0
51,50,48,37,57,28,42,65,1,0,0,0,18,31,73,0
69,48,65,26,38,68,54,45,1,0,0,0,37,64,78,0
65,15,24,43,50,62,30,33,1,0,0,0,51,52,56,0
15,18,26,12,77,21,18,91,1,0,0,0,19,29,9,0
49,28,43,27,66,58,44,56,1,0,0,0,25,43,36,0
22,15,69,37,11,60,24,15,1,0,0,0,18,35,25,0
20,18,32,24,90,26,26,24,1,0,0,0,45,22,12,0
46,52,11,27,42,14,16,54,1,0,0,0,39,13,73,0
23,29,30,21,46,41,4,68,1,0,0,0,15,38,30,0
38,42,43,49,22,43,21,10,1,0,0,0,16,53,55,0
20,27,28,31,10,34,34,12,1,0,0,0,7,40,16,0
39,32,21,68,14,45,21,17,1,0,0,0,20,29,50,0
34,14,25,28,55,22,11,26,1,0,0,0,29,26,40,0
63,69,17,39,91,59,59,91,1,0,0,0,31,32,50,0
34,48,31,14,87,26,3,65,1,0,0,0,17,14,34,0
38,34,28,19,35,27,38,50,1,0,0,0,21,18,37,0
43,42,32,2,94,9,3,87,1,0,0,0,34,9,57,0
53,33,24,35,44,46,52,22,1,0,0,0,32,47,59,0
12,18,25,10,35,32,32,25,1,0,0,0,2,12,29,0
11,37,32,36,58,30,45,17,1,0,0,0,16,40,6,0
35,18,14,28,28,17,39,21,1,0,0,0,42,37,28,0
10,26,21,5,29,18,21,31,1,0,0,0,4,9,25,0
40,15,13,26,71,43,48,66,1,0,0,0,41,33,31,0
40,51,13,24,68,3,8,64,1,0,0,0,14,11,53,0
41,40,34,31,49,53,17,68,1,0,0,0,47,52,9,0
15,34,22,25,63,25,24,33,1,0,0,0,12,8,16,0
24,38,90,39,39,23,22,25,1,0,0,0,53,15,13,0
62,34,40,9,51,39,32,68,1,0,0,0,56,25,55,0
32,18,34,58,68,19,13,47,1,0,0,0,23,42,37,0
49,30,39,48,57,56,46,34,1,0,0,0,31,45,39,0
28,43,84,68,53,10,47,18,1,0,0,0,25,15,13,0
53,36,25,11,85,5,29,58,1,0,0,0,26,33,51,0
19,34,44,59,0,19,57,0,1,0,0,0,32,29,29,0
24,20,23,37,23,18,31,19,1,0,0,0,20,32,14,0
40,48,8,46,73,18,17,72,1,0,0,0,25,9,64,0
42,20,38,11,27,63,67,35,1,0,0,0,34,51,25,0
47,39,33,6,38,19,33,34,1,0,0,0,29,23,36,0
22,28,35,38,11,44,33,13,1,0,0,0,16,13,39,0
68,13,19,50,52,19,61,91,1,0,0,0,68,46,55,0
46,31,28,8,42,61,58,34,1,0,0,0,61,29,39,0
14,12,33,10,29,30,25,19,1,0,0,0,27,22,13,0
37,16,35,17,23,31,42,15,1,0,0,0,29,22,32,0
35,17,24,30,40,23,13,38,1,0,0,0,33,21,26,0
51,37,31,48,72,60,29,47,1,0,0,0,63,60,49,0
29,31,34,25,50,53,58,59,1,0,0,0,24,53,30,0
17,23,36,57,23,34,19,36,1,0,0,0,8,26,19,0
54,77,31,24,91,21,11,91,1,0,0,0,18,34,34,0
24,33,34,51,15,49,23,7,1,0,0,0,16,48,7,0
58,40,17,27,72,48,69,11,1,0,0,0,50,32,44,0
35,50,19,39,35,24,31,35,1,0,0,0,20,30,14,0
45,25,64,29,72,54,5,62,1,0,0,0,57,30,38,0
62,60,36,59,48,22,49,80,1,0,0,0,19,63,34,0
51,2,61,52,85,62,22,9,1,0,0,0,51,45,42,0
45,25,8,46,47,51,44,25,1,0,0,0,57,38,29,0
57,19,19,62,57,29,35,55,1,0,0,0,36,47,43,0
31,40,20,9,80,41,15,87,1,0,0,0,24,23,7,0
18,27,31,23,49,32,28,44,1,0,0,0,12,13,39,0
55,52,17,41,93,59,12,64,1,0,0,0,52,71,33,0
46,52,24,18,66,26,40,66,1,0,0,0,19,23,51,0
19,19,27,10,12,24,17,13,1,0,0,0,16,15,14,0
37,2,21,38,25,27,12,38,1,0,0,0,41,34,25,0
23,39,18,26,22,16,3,81,1,0,0,0,12,7,19,0
31,34,55,25,13,48,22,14,1,0,0,0,34,43,37,0
55,19,39,69,77,59,20,66,1,0,0,0,41,45,50,0
49,12,42,3,60,45,30,57,1,0,0,0,50,47,26,0
45,61,51,67,70,70,14,33,1,0,0,0,63,72,40,0
11,9,22,36,26,47,31,28,1,0,0,0,12,15,20,0
40,43,39,18,27,28,30,39,1,0,0,0,12,28,47,0
26,9,20,29,37,37,24,38,1,0,0,0,23,23,27,0
40,47,24,17,35,16,43,38,1,0,0,0,16,32,19,0
15,39,22,10,32,30,46,34,1,0,0,0,4,38,28,0
48,38,35,30,15,34,67,66,1,0,0,0,26,41,38,0
41,46,27,41,81,16,39,58,1,0,0,0,13,39,30,0
25,36,11,54,93,42,53,91,1,0,0,0,30,36,3,0
21,23,25,10,23,11,33,17,1,0,0,0,26,8,33,0
49,13,42,19,72,48,44,66,1,0,0,0,54,45,32,0
78,48,65,28,24,46,6,47,1,0,0,0,79,38,49,0
21,47,14,23,73,45,71,10,1,0,0,0,11,52,17,0
15,15,30,35,42,25,13,33,1,0,0,0,17,20,11,0
50,79,32,53,88,28,38,21,1,0,0,0,8,39,31,0
20,11,18,21,52,35,49,20,1,0,0,0,31,25,16,0
89,97,78,72,99,97,66,99,1,0,0,0,31,72,12,0
47,31,41,40,10,46,40,11,1,0,0,0,57,36,52,0
53,46,31,40,23,52,28,11,1,0,0,0,37,50,26,0
27,20,46,21,24,13,30,24,1,0,0,0,18,33,40,0
49,45,10,26,47,20,7,60,1,0,0,0,76,14,55,0
36,50,29,26,45,19,56,22,1,0,0,0,10,59,35,0
53,26,46,25,32,50,49,34,1,0,0,0,44,63,31,0
54,46,32,58,36,35,44,56,1,0,0,0,17,50,68,0
51,46,23,85,15,20,31,66,1,0,0,0,15,48,48,0
13,18,29,12,14,65,26,13,1,0,0,0,18,7,13,0
26,34,25,11,74,11,56,16,1,0,0,0,25,47,21,0
36,54,25,23,66,16,17,66,1,0,0,0,14,29,23,0
32,51,11,13,14,60,33,44,1,0,0,0,22,33,58,0
31,39,52,28,20,62,5,26,1,0,0,0,13,57,22,0
52,52,62,11,56,57,72,65,1,0,0,0,21,41,76,0
46,22,49,47,23,32,17,95,1,0,0,0,49,46,52,0
40,43,50,66,54,50,40,25,1,0,0,0,36,60,47,0
21,32,28,4,32,13,33,31,1,0,0,0,22,43,17,0
47,30,19,24,39,14,31,40,1,0,0,0,14,29,74,0
33,33,22,36,36,61,46,38,1,0,0,0,32,55,17,0
49,42,29,27,61,15,11,61,1,0,0,0,39,25,19,0
15,12,21,8,17,13,34,9,1,0,0,0,25,25,17,0
53,55,41,12,63,62,19,60,1,0,0,0,4,45,53,0
38,37,62,37,45,36,24,39,1,0,0,0,27,42,13,0
42,33,32,43,48,42,9,46,1,0,0,0,19,34,31,0
51,33,28,63,23,42,73,64,1,0,0,0,52,65,47,0
56,94,19,46,91,59,24,91,1,0,0,0,6,70,15,0
35,25,28,8,39,25,1,47,1,0,0,0,38,19,25,0
37,34,30,23,9,70,38,10,1,0,0,0,70,30,9,0
31,6,28,40,21,69,17,57,1,0,0,0,46,27,27,0
43,32,55,40,51,27,35,30,1,0,0,0,32,33,34,0
34,43,23,17,11,57,10,13,1,0,0,0,78,14,19,0
34,30,31,28,22,24,24,66,1,0,0,0,51,11,47,0
39,39,23,44,57,34,25,51,1,0,0,0,36,15,56,0
50,52,30,63,49,63,81,23,1,0,0,0,67,57,19,0
40,28,22,37,33,41,38,33,1,0,0,0,21,29,33,0
45,44,48,14,76,15,34,37,1,0,0,0,31,20,69,0
49,52,23,21,48,26,27,31,1,0,0,0,57,41,56,0
14,36,35,59,12,41,19,76,1,0,0,0,2,45,21,0
28,70,20,23,56,15,16,59,1,0,0,0,8,24,69,0
41,37,35,19,48,24,33,48,1,0,0,0,27,24,25,0
14,30,19,13,53,28,37,29,1,0,0,0,12,17,8,0
48,24,48,24,48,32,8,99,1,0,0,0,40,30,54,0
47,21,33,38,27,77,58,27,1,0,0,0,60,20,37,0
43,51,2,25,69,17,26,68,1,0,0,0,35,17,72,0
28,23,12,17,9,32,12,30,1,0,0,0,11,15,48,0
44,48,11,15,63,3,15,62,1,0,0,0,28,7,56,0
48,45,62,24,69,30,53,59,1,0,0,0,51,17,62,0
36,42,13,46,70,38,43,61,1,0,0,0,8,34,56,0
9,16,37,23,34,54,4,31,1,0,0,0,5,16,10,0
33,31,34,11,62,11,21,67,1,0,0,0,46,16,12,0
28,18,24,44,45,23,22,43,1,0,0,0,19,24,37,0
28,21,28,33,33,24,46,31,1,0,0,0,26,36,33,0
30,46,38,42,21,36,46,47,1,0,0,0,27,64,25,0
28,32,21,6,16,9,8,23,1,0,0,0,37,7,52,0
52,44,39,60,22,43,46,17,1,0,0,0,30,72,29,0
29,12,25,53,49,31,28,21,1,0,0,0,30,31,39,0
29,35,48,37,23,47,44,19,1,0,0,0,38,49,23,0
22,32,42,63,65,35,21,31,1,0,0,0,57,31,16,0
16,20,14,23,43,49,47,32,1,0,0,0,10,22,10,0
39,52,48,76,64,33,56,36,1,0,0,0,72,26,17,0
27,20,33,24,15,30,46,87,1,0,0,0,35,39,33,0
30,29,16,41,79,30,58,55,1,0,0,0,26,25,15,0
24,15,15,12,39,21,23,46,1,0,0,0,17,22,22,0
16,23,30,16,67,26,20,36,1,0,0,0,24,28,24,0
24,19,61,11,27,15,41,31,1,0,0,0,41,19,17,0
38,81,29,58,46,35,57,22,1,0,0,0,8,82,26,0
29,32,37,13,71,32,20,32,1,0,0,0,15,28,46,0
35,7,38,35,21,31,31,27,1,0,0,0,44,29,21,0
21,6,24,19,69,11,35,16,1,0,0,0,20,26,20,0
18,16,22,14,9,29,88,33,1,0,0,0,24,11,34,0
45,37,41,33,14,35,24,31,1,0,0,0,50,54,52,0
67,37,19,51,62,48,13,56,1,0,0,0,29,54,65,0
8,27,35,45,4,57,15,5,1,0,0,0,17,34,3,0
51,51,14,19,58,32,28,52,1,0,0,0,14,65,37,0
49,40,31,39,22,19,24,30,1,0,0,0,44,30,32,0
57,28,23,2,50,25,45,42,1,0,0,0,41,40,35,0
34,58,19,43,66,17,14,66,1,0,0,0,6,24,30,0
5,8,15,27,32,24,32,25,1,0,0,0,14,19,11,0
27,39,32,21,60,5,22,25,1,0,0,0,26,49,7,0
22,15,30,13,18,40,17,24,1,0,0,0,22,33,23,0
54,41,47,59,28,81,24,10,1,0,0,0,32,43,75,0
20,10,18,13,86,35,11,28,1,0,0,0,21,17,36,0
45,19,23,21,23,35,4,1,1,0,0,0,43,26,41,0
49,21,17,20,41,8,40,42,1,0,0,0,37,32,36,0
42,25,34,48,36,33,16,38,1,0,0,0,53,27,47,0
5,13,54,11,55,24,10,42,1,0,0,0,16,15,18,0
55,63,94,53,49,47,44,99,1,0,0,0,21,59,26,0
45,28,70,51,25,51,22,20,1,0,0,0,28,54,40,0
59,41,9,29,14,14,46,13,1,0,0,0,43,35,75,0
17,15,31,65,30,25,34,24,1,0,0,0,24,33,13,0
47,45,30,57,31,32,21,39,1,0,0,0,30,19,42,0
71,19,34,70,66,71,60,34,1,0,0,0,55,42,64,0
34,23,32,36,44,30,41,41,1,0,0,0,27,17,31,0
40,51,5,27,67,18,30,57,1,0,0,0,12,22,32,0
37,46,58,30,10,56,17,21,1,0,0,0,33,65,25,0
38,17,31,5,33,37,43,35,1,0,0,0,55,31,32,0
45,61,23,80,62,41,99,44,1,0,0,0,18,14,51,0
54,49,14,43,62,27,4,91,1,0,0,0,56,45,17,0
58,65,30,38,75,39,28,60,1,0,0,0,7,53,51,0
36,57,41,34,80,39,18,40,1,0,0,0,31,32,63,0
47,17,25,43,24,10,11,24,1,0,0,0,25,42,60,0
35,39,12,56,34,15,53,55,1,0,0,0,9,25,53,0
33,20,37,25,50,31,27,9,1,0,0,0,38,25,49,0
30,23,23,31,46,24,27,48,1,0,0,0,32,10,37,0
43,39,10,10,61,6,14,53,1,0,0,0,26,19,60,0
57,54,38,30,72,28,48,73,1,0,0,0,27,19,60,0
18,41,54,59,25,44,28,41,1,0,0,0,9,4,38,0
32,23,34,35,21,56,62,2,1,0,0,0,31,26,50,0
38,61,16,37,40,13,11,43,1,0,0,0,13,15,75,0
32,46,30,11,51,46,91,55,1,0,0,0,8,18,24,0
34,34,37,19,49,46,23,59,1,0,0,0,7,38,43,0
11,10,18,51,11,19,9,18,1,0,0,0,28,18,3,0
26,48,16,31,61,25,17,13,1,0,0,0,21,12,56,0
63,72,32,43,91,38,16,99,1,0,0,0,33,44,33,0
33,14,23,27,37,46,50,83,1,0,0,0,27,31,41,0
33,33,36,54,8,35,21,13,1,0,0,0,14,50,27,0
19,29,24,26,22,18,46,14,1,0,0,0,18,40,19,0
56,67,39,59,64,27,4,29,1,0,0,0,51,44,12,0
26,10,8,19,18,10,12,18,1,0,0,0,14,25,32,0
3,26,33,27,22,10,17,60,1,0,0,0,14,5,27,0
30,35,44,29,17,42,5,10,1,0,0,0,17,27,13,0
20,22,24,22,22,8,44,27,1,0,0,0,10,33,20,0
52,69,26,99,16,32,24,20,1,0,0,0,29,82,27,0
11,8,39,9,20,38,38,22,1,0,0,0,26,10,18,0
35,29,50,24,14,58,5,64,1,0,0,0,48,46,37,0
35,49,7,56,54,9,17,52,1,0,0,0,12,8,48,0
22,8,19,23,16,27,29,12,1,0,0,0,39,22,16,0
28,14,16,7,21,22,24,22,1,0,0,0,34,16,34,0
33,14,18,12,33,26,24,42,1,0,0,0,29,23,39,0
23,27,14,6,49,16,2,42,1,0,0,0,21,11,42,0
52,46,64,15,58,52,38,55,1,0,0,0,61,28,59,0
39,10,22,16,61,31,41,91,1,0,0,0,41,40,29,0
12,16,24,14,15,28,51,20,1,0,0,0,9,24,13,0
16,18,6,18,79,16,25,56,1,0,0,0,19,18,10,0
50,29,31,31,45,43,48,47,1,0,0,0,48,55,25,0
19,49,17,23,74,6,19,22,1,0,0,0,14,8,52,0
40,58,18,16,67,13,47,68,1,0,0,0,13,8,68,0
36,26,23,50,24,47,22,24,1,0,0,0,25,51,40,0
33,35,54,56,15,39,23,48,1,0,0,0,49,55,21,0
23,16,44,42,21,55,37,23,1,0,0,0,34,37,18,0
27,7,13,31,55,38,16,49,1,0,0,0,28,25,31,0
5,17,25,35,23,25,30,25,1,0,0,0,7,24,8,0
35,11,55,60,62,55,32,48,1,0,0,0,37,23,32,0
17,34,28,53,11,55,22,33,1,0,0,0,31,42,21,0
28,28,34,24,30,35,16,27,1,0,0,0,24,49,20,0
18,43,15,67,16,35,15,0,1,0,0,0,17,49,30,0
45,35,13,44,23,49,25,64,1,0,0,0,31,58,53,0
55,19,18,26,45,43,23,46,1,0,0,0,51,33,35,0
62,41,49,38,87,16,23,80,1,0,0,0,28,37,60,0
12,25,60,28,67,24,21,54,1,0,0,0,18,33,15,0
22,26,32,32,47,15,29,16,1,0,0,0,44,19,18,0
47,22,31,57,40,19,53,53,1,0,0,0,30,35,37,0
19,35,30,43,52,20,20,36,1,0,0,0,17,50,19,0
55,38,24,17,10,9,13,46,1,0,0,0,51,32,23,0
26,31,10,16,35,10,26,38,1,0,0,0,13,16,37,0
51,49,25,70,31,28,40,47,1,0,0,0,36,32,71,0
35,17,48,31,8,38,24,8,1,0,0,0,43,22,41,0
23,21,27,15,36,16,21,27,1,0,0,0,40,14,33,0
21,12,78,26,14,50,18,29,1,0,0,0,24,23,15,0
34,27,28,20,59,54,13,73,1,0,0,0,25,19,48,0
56,52,66,16,31,50,41,52,1,0,0,0,19,71,49,0
36,62,22,23,7,13,12,19,1,0,0,0,75,29,19,0
21,14,76,62,10,37,39,33,1,0,0,0,17,19,29,0
30,24,41,53,52,35,62,24,1,0,0,0,21,43,29,0
29,54,30,48,33,33,40,36,1,0,0,0,8,17,25,0
10,19,99,30,11,24,24,7,1,0,0,0,22,6,6,0
32,42,24,40,49,32,41,25,1,0,0,0,19,43,56,0
42,73,22,52,76,20,46,33,1,0,0,0,18,49,6,0
48,42,14,60,25,26,23,25,1,0,0,0,35,44,71,0
39,32,10,45,55,33,29,40,1,0,0,0,24,43,47,0
8,9,14,7,43,32,19,41,1,0,0,0,21,12,9,0
19,10,25,46,46,36,25,43,1,0,0,0,17,27,23,0
42,58,43,40,73,54,20,27,1,0,0,0,17,36,25,0
24,16,14,37,80,6,21,70,1,0,0,0,27,24,33,0
41,36,45,17,47,31,21,44,1,0,0,0,16,28,37,0
30,27,56,44,64,50,28,51,1,0,0,0,40,30,35,0
43,39,24,40,91,56,39,92,1,0,0,0,30,21,28,0
13,24,72,47,9,30,34,33,1,0,0,0,34,33,9,0
47,64,12,34,90,36,17,91,1,0,0,0,30,36,18,0
25,23,20,57,15,13,19,76,1,0,0,0,19,28,9,0
23,34,26,81,23,53,50,30,1,0,0,0,41,45,21,0
60,18,37,51,78,51,22,51,1,0,0,0,55,38,55,0
46,51,22,80,45,70,8,24,1,0,0,0,25,78,38,0
24,35,31,10,32,9,11,43,1,0,0,0,15,14,24,0
41,19,29,8,66,15,0,66,1,0,0,0,31,44,22,0
37,49,51,27,38,44,28,64,1,0,0,0,19,15,60,0
25,25,29,21,68,30,9,64,1,0,0,0,19,10,35,0
35,38,30,59,24,46,14,24,1,0,0,0,27,63,26,0
37,7,24,8,39,28,35,46,1,0,0,0,45,25,34,0
36,21,10,23,24,8,14,32,1,0,0,0,25,24,37,0
26,23,15,16,7,43,28,11,1,0,0,0,9,28,32,0
35,21,44,27,38,49,18,31,1,0,0,0,53,33,11,0
15,27,30,4,47,25,18,35,1,0,0,0,27,9,33,0
34,22,68,23,20,62,40,32,1,0,0,0,64,29,25,0
38,35,33,13,78,22,17,39,1,0,0,0,44,37,9,0
39,25,72,41,56,66,56,31,1,0,0,0,42,45,18,0
60,71,21,28,64,48,29,99,1,0,0,0,84,28,39,0
21,14,32,31,28,27,12,25,1,0,0,0,34,17,17,0
28,16,32,44,51,34,37,7,1,0,0,0,23,37,20,0
88,65,59,35,99,67,32,99,1,0,0,0,59,77,39,0
16,17,11,53,30,9,42,5,1,0,0,0,12,28,16,0
51,55,21,49,74,49,20,12,1,0,0,0,44,45,15,0
39,7,28,51,61,21,18,91,1,0,0,0,47,33,31,0
44,53,30,30,26,16,39,49,1,0,0,0,17,34,29,0
39,72,60,15,23,40,71,30,1,0,0,0,50,84,17,0
23,31,28,0,79,19,6,25,1,0,0,0,18,15,43,0
33,47,39,8,15,23,14,15,1,0,0,0,49,32,4,0
42,15,45,42,33,39,35,29,1,0,0,0,49,31,31,0
46,52,78,43,54,78,37,46,1,0,0,0,51,73,8,0
40,54,36,51,91,42,65,66,1,0,0,0,14,36,21,0
36,26,63,13,27,61,41,25,1,0,0,0,64,32,21,0
37,26,9,16,66,22,69,55,1,0,0,0,21,47,27,0
24,29,8,16,21,13,22,19,1,0,0,0,37,10,41,0
19,12,47,36,25,39,23,26,1,0,0,0,15,24,25,0
52,46,89,0,84,42,56,17,1,0,0,0,36,62,17,0
42,59,78,34,65,39,14,34,1,0,0,0,75,22,12,0
54,57,33,25,40,54,27,36,1,0,0,0,11,50,30,0
57,34,16,50,27,14,31,72,1,0,0,0,42,26,59,0
40,46,15,23,11,12,24,60,1,0,0,0,15,25,23,0
53,12,55,60,26,57,72,23,1,0,0,0,42,38,50,0
45,28,7,60,24,66,31,29,1,0,0,0,70,45,21,0
17,23,7,12,27,13,21,32,1,0,0,0,17,34,23,0
27,28,40,50,27,72,34,31,1,0,0,0,12,30,15,0
18,21,11,7,64,18,23,43,1,0,0,0,9,23,31,0
21,43,6,72,40,37,23,48,1,0,0,0,23,57,15,0
47,7,83,19,34,58,6,47,1,0,0,0,51,37,40,0
21,13,22,5,31,39,13,29,1,0,0,0,26,12,29,0
35,35,62,29,53,43,51,16,1,0,0,0,38,23,50,0
15,5,47,7,77,30,32,22,1,0,0,0,25,18,19,0
25,24,26,33,88,25,5,57,1,0,0,0,18,18,42,0
30,35,15,12,45,14,28,42,1,0,0,0,6,26,47,0
29,20,16,25,58,36,30,37,1,0,0,0,40,26,30,0
29,14,58,41,24,58,27,50,1,0,0,0,45,37,20,0
39,42,40,62,63,40,36,31,1,0,0,0,59,17,42,0
12,10,56,24,40,33,42,22,1,0,0,0,18,25,8,0
36,81,35,37,30,19,55,19,1,0,0,0,20,12,82,0
50,32,69,32,25,35,26,50,1,0,0,0,45,23,58,0
15,14,34,39,42,31,27,47,1,0,0,0,33,30,14,0
33,33,48,32,21,46,31,18,1,0,0,0,7,46,28,0
27,10,26,32,24,23,47,24,1,0,0,0,29,28,38,0
15,5,17,43,24,47,11,66,1,0,0,0,27,25,21,0
21,36,43,25,13,22,11,33,1,0,0,0,30,32,42,0
22,30,14,20,28,9,18,25,1,0,0,0,11,31,37,0
37,44,47,41,23,31,54,64,1,0,0,0,46,47,52,0
22,50,69,27,64,46,21,82,1,0,0,0,77,7,14,0
27,17,26,16,18,35,24,58,1,0,0,0,27,19,32,0
44,38,6,40,77,14,50,22,1,0,0,0,53,52,19,0
5,13,25,13,32,8,11,46,1,0,0,0,20,11,4,0
59,44,28,11,84,58,48,82,1,0,0,0,35,56,70,0
12,10,20,5,38,53,16,18,1,0,0,0,27,16,4,0
13,16,4,43,31,7,60,35,1,0,0,0,9,11,16,0
6,20,13,31,8,23,53,1,1,0,0,0,0,8,38,0
42,60,62,30,81,17,58,61,1,0,0,0,12,36,24,0
43,4,29,5,55,32,14,52,1,0,0,0,43,31,33,0
44,27,25,27,37,37,37,38,1,0,0,0,30,28,54,0
41,51,16,18,75,38,40,71,1,0,0,0,15,11,52,0
21,42,16,42,55,26,22,52,1,0,0,0,8,53,28,0
39,47,55,52,64,52,41,19,1,0,0,0,26,59,39,0
17,24,19,72,3,19,37,6,1,0,0,0,6,32,15,0
58,52,28,23,76,59,19,82,1,0,0,0,32,18,60,0
19,17,33,17,50,41,32,24,1,0,0,0,21,15,33,0
43,35,65,65,24,80,25,24,1,0,0,0,30,62,44,0
67,78,84,48,10,0,81,30,1,0,0,0,32,12,56,0
47,30,61,60,31,56,51,52,1,0,0,0,42,52,41,0
48,49,82,19,66,36,37,45,1,0,0,0,32,24,30,0
43,39,7,26,48,23,31,49,1,0,0,0,21,22,39,0
45,20,29,19,15,11,31,13,1,0,0,0,23,25,75,0
34,5,60,40,26,27,41,58,1,0,0,0,30,31,34,0
45,28,30,30,37,40,17,47,1,0,0,0,31,39,55,0
40,44,44,48,37,16,29,59,1,0,0,0,31,68,17,0
6,12,13,19,12,7,15,18,1,0,0,0,9,21,13,0
35,74,0,12,71,18,29,13,1,0,0,0,20,77,18,0
39,30,82,28,27,42,42,42,1,0,0,0,29,44,44,0
17,6,12,60,6,49,22,21,1,0,0,0,18,20,17,0
17,18,26,11,38,46,66,67,1,0,0,0,13,9,24,0
59,53,22,50,91,17,8,22,1,0,0,0,42,48,28,0
34,24,14,56,85,38,42,38,1,0,0,0,36,51,32,0
88,53,76,45,96,66,50,96,1,0,0,0,40,54,95,0
32,53,44,80,18,48,48,41,1,0,0,0,32,71,11,0
29,61,45,58,79,32,62,33,1,0,0,0,14,31,3,0
37,28,39,27,59,33,29,53,1,0,0,0,36,26,51,0
43,21,23,30,38,23,16,43,1,0,0,0,28,30,36,0
32,34,15,43,29,33,7,39,1,0,0,0,24,40,45,0
44,54,13,15,94,6,15,87,1,0,0,0,16,14,68,0
48,24,54,8,35,58,98,39,1,0,0,0,30,31,49,0
14,39,25,25,46,16,26,11,1,0,0,0,17,8,43,0
55,33,45,27,56,48,49,56,1,0,0,0,43,41,65,0
37,44,14,51,22,20,33,18,1,0,0,0,33,58,25,0
31,46,76,29,0,28,22,66,1,0,0,0,61,36,42,0
59,54,31,38,61,81,46,40,1,0,0,0,84,46,24,0
38,25,58,47,25,71,19,25,1,0,0,0,23,50,41,0
28,37,39,16,53,45,39,42,1,0,0,0,36,53,5,0
30,15,31,33,47,25,6,48,1,0,0,0,22,23,35,0
28,20,25,38,22,36,34,18,1,0,0,0,16,39,21,0
52,47,61,31,54,47,27,91,1,0,0,0,31,35,39,0
57,43,15,36,84,18,47,85,1,0,0,0,32,27,69,0
57,59,24,86,54,70,51,28,1,0,0,0,50,78,18,0
49,22,70,56,62,44,14,56,1,0,0,0,52,57,45,0
49,46,37,30,79,40,25,16,1,0,0,0,52,23,74,0
29,17,45,27,44,52,20,43,1,0,0,0,25,32,34,0
34,14,14,12,10,25,18,17,1,0,0,0,30,28,26,0
25,57,75,26,53,44,30,65,1,0,0,0,81,10,30,0
31,29,23,41,54,25,56,22,1,0,0,0,12,30,40,0
22,26,20,23,28,21,30,34,1,0,0,0,31,28,30,0
23,32,57,1,84,45,51,23,1,0,0,0,10,46,18,0
23,20,55,26,49,72,13,27,1,0,0,0,28,38,18,0
28,32,28,27,8,11,10,5,1,0,0,0,20,14,73,0
39,65,46,43,20,48,32,17,1,0,0,0,17,44,8,0
32,16,27,18,40,40,16,30,1,0,0,0,21,35,25,0
36,30,31,33,24,34,28,26,1,0,0,0,36,43,38,0
53,53,66,81,25,42,45,29,1,0,0,0,32,72,45,0
33,24,22,39,30,79,69,30,1,0,0,0,16,43,24,0
