row['acceleration_mean'], row['acceleration_stdev'], row['pitch1'],row['pitch2'],row['pitch3'],row['roll1'],row['roll2'],row['roll3'],row['sitting'],row['sittingdown'],row['standing'],row['standingup'],row['walking'],row['total_accel_sensor_1'],row['total_accel_sensor_2'],row['total_accel_sensor_4'
7,6,1,2,2,3,4,0,0,0,0,0,1,2,0,0
0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,1,3,2,0,0,0,0,0,0,1,1,0,0
18,18,0,1,2,2,3,0,0,0,0,0,1,0,1,0
0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0
0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2,2,1,2,2,2,4,0,0,0,0,0,1,1,0,0
0,0,1,1,2,0,0,0,0,0,0,0,1,3,0,0
1,0,1,0,3,2,0,0,0,0,0,0,1,2,0,0
0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0
0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0
1,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0
0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0
1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0
2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0
0,0,0,4,2,2,0,0,0,0,0,0,1,1,0,0
0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0
0,0,0,3,2,4,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0
1,0,2,1,4,0,0,0,0,0,0,0,1,4,0,0
1,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0
1,0,0,2,5,3,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1,1,2,1,1,4,0,0,0,0,0,0,1,0,0,0
28,26,2,2,1,2,3,0,0,0,0,0,1,0,2,0
1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,3,2,0,0,0,0,0,0,1,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1,0,0,1,4,3,0,0,0,0,0,0,1,1,0,0
2,0,2,1,0,2,5,0,0,0,0,0,1,0,0,0
1,0,2,0,2,1,0,0,0,0,0,0,1,2,0,0
21,19,1,3,3,2,3,0,0,0,0,0,1,0,2,0
1,1,1,2,4,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,3,4,0,0,0,0,0,0,1,1,0,0
1,0,1,1,3,1,0,0,0,0,0,0,1,2,0,0
1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
35,35,1,3,1,1,3,0,0,0,0,0,1,1,3,0
1,0,0,3,4,2,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,2,2,2,0,0,0,0,0,0,1,0,0,0
0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0
1,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0
10,9,0,4,2,1,4,0,0,0,0,0,1,1,0,0
1,0,0,1,4,1,0,0,0,0,0,0,1,3,0,0
1,0,1,1,2,3,0,0,0,0,0,0,1,0,0,0
2,1,1,3,1,1,0,0,0,0,0,0,1,2,0,0
1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
3,3,1,1,4,1,0,0,0,0,0,0,1,0,0,0
2,1,0,1,3,1,0,0,0,0,0,0,1,3,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,4,0,0,0,0,0,0,0,1,1,0,0
1,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0
5,4,0,1,5,1,0,0,0,0,0,0,1,0,0,0
1,1,1,3,5,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0
1,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0
3,1,1,2,2,5,4,0,0,0,0,0,1,0,0,0
0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0
4,2,2,2,1,1,4,0,0,0,0,0,1,1,0,0
1,0,2,2,2,0,0,0,0,0,0,0,1,2,0,0
1,1,1,0,4,3,0,0,0,0,0,0,1,0,0,0
1,1,0,1,4,4,0,0,0,0,0,0,1,0,0,0
1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,0,1,0,4,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0
1,0,2,2,3,2,0,0,0,0,0,0,1,3,0,0
0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
25,22,2,2,2,1,4,0,0,0,0,0,1,0,2,0
0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,28,0,1,0,1,3,0,0,0,0,0,1,0,2,0
0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
1,0,0,4,3,2,0,0,0,0,0,0,1,2,0,0
0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0
1,0,0,4,0,3,0,0,0,0,0,0,1,2,0,0
0,0,0,3,2,4,0,0,0,0,0,0,1,1,0,0
0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0
15,12,1,4,2,1,4,0,0,0,0,0,1,1,1,0
0,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
31,30,1,3,1,2,3,0,0,0,0,0,1,0,3,0
4,3,1,2,3,2,0,0,0,0,0,0,1,1,0,0
1,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0
1,0,0,4,5,1,0,0,0,0,0,0,1,2,0,0
0,0,0,4,3,1,0,0,0,0,0,0,1,1,0,0
1,0,1,1,4,0,0,1,0,0,0,0,1,1,0,0
5,3,1,4,1,1,4,0,0,0,0,0,1,3,0,0
9,9,0,3,3,3,0,0,0,0,0,0,1,1,0,0
4,4,1,1,2,2,0,0,0,0,0,0,1,0,0,0
2,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,4,2,0,0,0,0,0,0,0,1,2,0,0
1,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0
5,3,1,2,1,2,4,0,0,0,0,0,1,0,0,0
1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0
0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0
1,0,0,3,2,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
16,16,0,2,1,1,3,0,0,0,0,0,1,0,1,0
1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
0,0,2,1,1,3,0,0,0,0,0,0,1,0,0,0
5,5,1,1,3,2,0,0,0,0,0,0,1,1,0,0
5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0
1,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0
1,0,0,2,1,0,0,1,0,0,0,0,1,4,0,0
3,2,1,0,3,3,0,0,0,0,0,0,1,0,0,0
1,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0
9,9,3,2,4,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1,0,1,2,2,1,0,0,0,0,0,0,1,2,0,0
1,0,1,4,3,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,4,2,0,0,0,0,0,0,1,6,0,0
1,0,0,0,4,2,0,0,0,0,0,0,1,4,0,0
0,0,0,3,3,1,0,0,0,0,0,0,1,4,0,0
1,0,0,1,3,1,0,0,0,0,0,0,1,4,0,0
2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0
1,0,2,2,2,5,0,0,0,0,0,0,1,0,0,0
6,6,1,0,2,0,0,0,0,0,0,0,1,1,0,0
2,2,1,2,3,1,0,0,0,0,0,0,1,0,0,0
4,4,1,3,3,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0
3,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0
9,9,1,3,2,0,0,0,0,0,0,0,1,2,0,0
1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
11,7,2,4,1,1,4,0,0,0,0,0,1,0,0,0
2,1,2,2,3,1,0,0,0,0,0,0,1,1,0,0
1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0
2,1,1,2,3,2,0,0,0,0,0,0,1,3,0,0
3,3,1,1,3,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,2,1,2,0,0,0,0,0,0,0,1,2,0,0
1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,3,1,0,0,0,0,0,0,1,3,0,0
0,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0
16,15,1,1,1,2,4,0,0,0,0,0,1,1,1,0
8,8,1,3,3,1,0,0,0,0,0,0,1,0,0,0
0,0,1,2,1,4,0,0,0,0,0,0,1,1,0,0
26,25,0,3,2,4,3,0,0,0,0,0,1,1,2,0
9,7,1,4,0,4,4,0,0,0,0,0,1,0,0,0
0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0
1,0,2,3,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,5,3,1,0,0,0,0,0,0,1,3,0,0
1,0,1,1,3,6,0,0,0,0,0,0,1,2,0,0
45,46,1,5,1,2,3,0,0,0,0,0,1,0,4,0
0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
1,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0
2,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0
4,4,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,0,1,3,2,0,0,0,0,0,0,0,1,1,0,0
0,0,2,3,2,0,0,0,0,0,0,0,1,1,0,0
1,0,1,1,3,2,0,0,0,0,0,0,1,2,0,0
1,0,1,1,3,4,0,0,0,0,0,0,1,1,0,0
1,1,0,2,4,2,0,0,0,0,0,0,1,0,0,0
7,7,0,6,3,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
1,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0
2,1,0,4,3,2,0,0,0,0,0,0,1,5,0,0
1,0,1,1,2,4,0,0,0,0,0,0,1,1,0,0
1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0
1,0,1,5,2,1,0,0,0,0,0,0,1,4,0,0
1,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0
1,1,1,3,4,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
3,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0
1,0,1,2,0,3,0,0,0,0,0,0,1,1,0,0
0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0
0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
26,26,1,3,0,2,6,0,0,0,0,0,1,2,2,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0
62,63,0,4,3,1,6,0,0,0,0,0,1,1,6,0
0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
1,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0
1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
2,2,0,2,4,1,0,0,0,0,0,0,1,0,0,0
1,0,1,4,0,1,0,0,0,0,0,0,1,3,0,0
1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0
5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0
1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0
0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
1,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0
1,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0
0,0,1,2,3,0,0,0,0,0,0,0,1,1,0,0
0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0
4,4,0,1,0,3,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
0,0,0,3,0,2,0,0,0,0,0,0,1,1,0,0
3,2,1,3,1,1,0,0,0,0,0,0,1,1,0,0
1,0,1,1,3,2,0,0,0,0,0,0,1,1,0,0
1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,2,1,0,0,0,0,0,0,1,2,0,0
0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0
0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0
1,0,4,2,2,0,0,0,0,0,0,0,1,1,0,0
1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
0,0,1,3,2,0,0,0,0,0,0,0,1,2,0,0
0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0
1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4,4,1,5,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,2,2,2,0,0,0,0,0,0,1,2,0,0
1,0,1,1,2,5,0,0,0,0,0,0,1,0,0,0
0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0
1,0,0,2,2,1,0,0,0,0,0,0,1,4,0,0
1,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0
1,0,0,3,0,4,0,0,0,0,0,0,1,2,0,0
3,2,2,3,1,2,4,0,0,0,0,0,1,1,0,0
1,0,1,3,2,0,0,0,0,0,0,0,1,4,0,0
0,0,1,4,2,4,0,0,0,0,0,0,1,2,0,0
2,2,4,2,2,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,2,3,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,17,0,2,1,0,3,0,0,0,0,0,1,2,1,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,30,0,3,1,0,4,0,0,0,0,0,1,0,2,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
27,28,0,2,1,0,3,0,0,0,0,0,1,0,2,0
0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
42,43,0,7,0,0,3,0,0,0,0,0,1,0,4,0
35,35,0,2,0,1,7,0,0,0,0,0,1,0,3,0
0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0
0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,57,0,3,0,2,6,0,0,0,0,0,1,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,40,0,3,0,0,3,0,0,0,0,0,1,0,4,0
2,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0
33,33,1,2,1,1,3,0,0,0,0,0,1,0,3,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
16,16,1,6,0,2,3,0,0,0,0,0,1,1,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2,0,0,3,0,3,0,0,0,0,0,0,1,2,0,0
4,3,1,1,2,1,0,0,0,0,0,0,1,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0
13,12,0,4,1,0,4,0,0,0,0,0,1,1,1,0
0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0
3,1,1,3,1,4,4,0,0,0,0,0,1,0,0,0
8,4,1,2,2,3,4,0,0,0,0,0,1,0,0,0
0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0
0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,2,1,3,0,0,0,0,0,0,1,3,0,0
0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
1,0,0,3,0,4,0,0,0,0,0,0,1,1,0,0
5,5,2,3,1,4,0,0,0,0,0,0,1,0,0,0
3,2,0,0,3,3,0,0,0,0,0,0,1,1,0,0
1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
8,7,0,2,0,1,4,0,0,0,0,0,1,2,0,0
1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,5,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0
9,6,1,2,2,0,4,0,0,0,0,0,1,0,0,0
0,0,1,1,2,3,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,3,0,0,0,0,0,0,1,2,0,0
1,0,1,2,1,1,4,0,0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
40,41,0,3,3,2,4,0,0,0,0,0,1,1,4,0
38,39,3,3,1,2,4,0,0,0,0,0,1,0,3,0
81,82,1,7,1,2,8,0,0,0,0,0,1,2,8,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1,0,1,2,0,5,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
15,15,0,5,0,2,7,0,0,0,0,0,1,0,1,0
4,2,0,2,1,0,4,0,0,0,0,0,1,1,0,0
31,32,0,2,1,0,3,0,0,0,0,0,1,0,3,0
11,11,0,2,0,1,3,0,0,0,0,0,1,3,1,0
90,93,0,6,0,0,8,0,0,0,0,0,1,0,9,0
41,41,0,3,2,1,3,0,0,0,0,0,1,2,4,0
1,0,2,4,0,2,0,0,0,0,0,0,1,2,0,0
0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
17,16,1,2,2,2,3,0,0,0,0,0,1,2,1,0
22,23,0,1,1,2,3,0,0,0,0,0,1,0,2,0
4,4,0,2,1,2,4,0,0,0,0,0,1,1,0,0
8,4,0,1,2,1,4,0,0,0,0,0,1,0,0,0
25,23,1,2,2,0,3,0,0,0,0,0,1,0,2,0
0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1,0,1,3,3,1,0,0,0,0,0,0,1,2,0,0
2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
15,14,0,3,2,2,7,0,0,0,0,0,1,1,1,0
1,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0
6,5,2,3,1,0,4,0,0,0,0,0,1,1,0,0
0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
34,34,1,3,0,2,3,0,0,0,0,0,1,0,3,0
2,1,0,1,1,2,4,0,0,0,0,0,1,0,0,0
29,23,0,2,1,0,3,0,0,0,0,0,1,0,2,0
3,3,0,1,3,1,0,0,0,0,0,0,1,0,0,0
0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,2,3,2,0,0,0,0,0,0,1,2,0,0
0,0,2,2,0,2,0,0,0,0,0,0,1,0,0,0
15,13,1,3,1,4,3,0,0,0,0,0,1,1,1,0
2,1,0,1,1,4,0,0,0,0,0,0,1,0,0,0
31,30,1,3,1,3,3,0,0,0,0,0,1,0,3,0
41,37,2,3,3,3,3,0,0,0,0,0,1,0,3,0
40,39,1,1,2,0,6,0,0,0,0,0,1,2,3,0
40,41,0,4,0,0,4,0,0,0,0,0,1,0,4,0
1,0,1,0,0,5,0,0,0,0,0,0,1,1,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
17,12,1,4,4,4,3,0,0,0,0,0,1,1,1,0
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
47,48,0,6,0,0,3,0,0,0,0,0,1,0,4,0
28,28,0,3,3,0,3,0,0,0,0,0,1,1,2,0
0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
6,5,1,1,2,0,4,0,0,0,0,0,1,1,0,0
5,3,1,2,1,2,4,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,38,0,3,1,0,4,0,0,0,0,0,1,1,3,0
7,7,0,3,2,2,7,0,0,0,0,0,1,2,0,0
24,22,1,4,3,1,7,0,0,0,0,0,1,2,2,0
0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0
0,0,1,2,1,4,0,0,0,0,0,0,1,0,0,0
45,45,1,6,0,4,3,0,0,0,0,0,1,0,4,0
